lcm_timestamp,sensor_timestamp,depth,pressure
1699643634842244,1699643634842230,545.48,-1.0
1699643634991978,1699643634991917,545.483,-1.0
1699643635141586,1699643635141547,545.481,-1.0
1699643635291006,1699643635290996,545.478,-1.0
1699643635443555,1699643635443511,545.481,-1.0
1699643635592294,1699643635592199,545.482,-1.0
1699643635741804,1699643635741783,545.48,-1.0
1699643635887311,1699643635887297,545.484,-1.0
1699643636038627,1699643636038291,545.482,-1.0
1699643636187864,1699643636187850,545.488,-1.0
1699643636335446,1699643636335425,545.477,-1.0
1699643636487304,1699643636487279,545.483,-1.0
1699643636634031,1699643636634017,545.484,-1.0
1699643636785556,1699643636785517,545.481,-1.0
1699643636937030,1699643636937013,545.476,-1.0
1699643637082127,1699643637082115,545.476,-1.0
1699643637232478,1699643637232461,545.47,-1.0
1699643637385171,1699643637385148,545.471,-1.0
1699643637531389,1699643637531360,545.477,-1.0
1699643637683921,1699643637683901,545.482,-1.0
1699643637830964,1699643637830937,545.478,-1.0
1699643637980765,1699643637980714,545.475,-1.0
1699643638133971,1699643638133920,545.472,-1.0
1699643638281357,1699643638281343,545.47,-1.0
1699643638430140,1699643638430127,545.468,-1.0
1699643638576660,1699643638576648,545.469,-1.0
1699643638726846,1699643638726833,545.471,-1.0
1699643638873546,1699643638873533,545.469,-1.0
1699643639026412,1699643639026392,545.467,-1.0
1699643639177869,1699643639177666,545.463,-1.0
1699643639323728,1699643639323705,545.465,-1.0
1699643639474966,1699643639474954,545.469,-1.0
1699643639626886,1699643639626869,545.479,-1.0
1699643639773398,1699643639773367,545.485,-1.0
1699643639925070,1699643639925059,545.48,-1.0
1699643640070867,1699643640070843,545.479,-1.0
1699643640224090,1699643640224076,545.485,-1.0
1699643640367642,1699643640367630,545.485,-1.0
1699643640521649,1699643640521635,545.483,-1.0
1699643640672386,1699643640672344,545.494,-1.0
1699643640819668,1699643640819648,545.49,-1.0
1699643640968193,1699643640968177,545.494,-1.0
1699643641115986,1699643641115975,545.542,-1.0
1699643641266541,1699643641266527,545.567,-1.0
1699643641420678,1699643641420651,545.569,-1.0
1699643641565860,1699643641565846,545.58,-1.0
1699643641717591,1699643641717585,545.58,-1.0
1699643641866977,1699643641866963,545.565,-1.0
1699643642014973,1699643642014943,545.565,-1.0
1699643642165295,1699643642165257,545.57,-1.0
1699643642312042,1699643642312002,545.569,-1.0
1699643642462614,1699643642462603,545.568,-1.0
1699643642615439,1699643642615412,545.571,-1.0
1699643642762164,1699643642762150,545.61,-1.0
1699643642906615,1699643642906602,545.623,-1.0
1699643643060651,1699643643060616,545.629,-1.0
1699643643210227,1699643643210213,545.631,-1.0
1699643643357571,1699643643357559,545.63,-1.0
1699643643507143,1699643643507132,545.63,-1.0
1699643643655709,1699643643655665,545.629,-1.0
1699643643806517,1699643643806506,545.626,-1.0
1699643643958814,1699643643958766,545.624,-1.0
1699643644104867,1699643644104861,545.629,-1.0
1699643644254344,1699643644254281,545.632,-1.0
1699643644401046,1699643644401012,545.533,-1.0
1699643644553087,1699643644553073,545.476,-1.0
1699643644699853,1699643644699845,545.476,-1.0
1699643644851825,1699643644851801,545.506,-1.0
1699643645003175,1699643645003039,545.5,-1.0
1699643645151901,1699643645151719,545.495,-1.0
1699643645300251,1699643645300239,545.501,-1.0
1699643645452935,1699643645452922,545.501,-1.0
1699643645597900,1699643645597870,545.499,-1.0
1699643645750389,1699643645750376,545.503,-1.0
1699643645895148,1699643645895136,545.503,-1.0
1699643646047358,1699643646047316,545.499,-1.0
1699643646199628,1699643646199605,545.5,-1.0
1699643646345965,1699643646345949,545.505,-1.0
1699643646496489,1699643646496471,545.508,-1.0
1699643646643605,1699643646643553,545.502,-1.0
1699643646795272,1699643646795242,545.505,-1.0
1699643646945664,1699643646945623,545.503,-1.0
1699643647092086,1699643647092024,545.502,-1.0
1699643647239458,1699643647239428,545.5,-1.0
1699643647390982,1699643647390971,545.505,-1.0
1699643647541787,1699643647541758,545.502,-1.0
1699643647687577,1699643647687560,545.507,-1.0
1699643647840302,1699643647840260,545.505,-1.0
1699643647987856,1699643647987822,545.498,-1.0
1699643648138341,1699643648138331,545.507,-1.0
